,STATION,LINENAME,WEEKDAY,TIME,dEXITS,dENTRIES,Station_Latitude,Station_Longitude
245,42 ST-TIMES SQ,1237ACENQRS,5,20:00:00,18031.755102040817,19190.30612244898,40.757308,-73.989735
246,42 ST-TIMES SQ,1237ACENQRS,6,00:00:00,8546.617021276596,15742.340425531915,40.757308,-73.989735
247,42 ST-TIMES SQ,1237ACENQRS,6,04:00:00,1803.84,5312.82,40.757308,-73.989735
248,42 ST-TIMES SQ,1237ACENQRS,6,08:00:00,3572.081632653061,2447.938775510204,40.757308,-73.989735
249,42 ST-TIMES SQ,1237ACENQRS,6,12:00:00,11456.177777777777,6781.9111111111115,40.757308,-73.989735
250,42 ST-TIMES SQ,1237ACENQRS,6,16:00:00,16189.041666666666,12559.145833333334,40.757308,-73.989735
251,42 ST-TIMES SQ,1237ACENQRS,6,20:00:00,12190.26,15482.18,40.757308,-73.989735
252,34 ST-HERALD SQ,BDFMNQR,0,00:00:00,4080.8958333333335,7773.875,40.749719,-73.98782299999999
253,34 ST-HERALD SQ,BDFMNQR,0,04:00:00,1976.2820512820513,1807.7692307692307,40.749719,-73.98782299999999
254,34 ST-HERALD SQ,BDFMNQR,0,08:00:00,17154.310344827587,10333.586206896553,40.749719,-73.98782299999999
255,34 ST-HERALD SQ,BDFMNQR,0,12:00:00,30841.0,19641.290322580644,40.749719,-73.98782299999999
256,34 ST-HERALD SQ,BDFMNQR,0,16:00:00,24461.0,28634.133333333335,40.749719,-73.98782299999999
257,34 ST-HERALD SQ,BDFMNQR,0,20:00:00,23673.85714285714,38506.61224489796,40.749719,-73.98782299999999
258,34 ST-HERALD SQ,BDFMNQR,1,00:00:00,5217.104166666667,11307.145833333334,40.749719,-73.98782299999999
